Total Population,Total Households,Median Household Income (Current Year $),Total Households For Period Of Construction Built Before 1961,Total Households For Period Of Construction Built Between 1961 And 1980,Total Households For Period Of Construction Built Between 1981 And 190,Total Households For Period Of Construction Built Between 1991 And 2000,Total Households For Period Of Construction Built Between 2001 And 2005,Total Households For Period Of Construction Built After 2005,Total Households for Tenure,Dwellings by Tenure Renter %,Dwellings by Tenure Owner %,Total Households For Structure Type Houses %,"Total Households For Structure Type Apartment, Building Low And High Rise %",Total Households For Structure Type Other Dwelling Types %,Estimated Family Size,label
3399,1407,82443.81,178,692,224,121,61,131,1334,0.1686656671664168,0.8313343328335832,0.7583511016346838,0.23738450604122247,0.0042643923240938165,2.4157782515991473,0
2724,1056,107326.21,31,113,283,306,51,272,1003,0.09172482552342971,0.9082751744765702,0.9138257575757576,0.08617424242424243,0.0,2.5795454545454546,0
2448,1635,27715.34,548,455,317,174,17,124,1554,0.7651222651222651,0.2348777348777349,0.036085626911314984,0.9577981651376147,0.0061162079510703364,1.4972477064220184,1
9402,5003,63027.75,277,301,275,1821,919,1410,4599,0.5568601869971733,0.4431398130028267,0.025184889066560065,0.9746152308614832,0.0001998800719568259,1.879272436538077,1
5959,2397,79826.39,388,1119,344,423,36,87,2261,0.20256523662096418,0.7974347633790358,0.5961618690029203,0.40383813099707966,0.0,2.486024196912808,0
3832,2012,50971.78,1009,666,204,24,21,88,1909,0.5060240963855421,0.4939759036144578,0.581013916500994,0.4140159045725646,0.004970178926441352,1.904572564612326,0
7863,2863,105548.18,1304,389,199,313,123,535,2692,0.2726597325408618,0.7273402674591382,0.5078588892769822,0.4907439748515543,0.0013971358714634998,2.746419839329375,0
6211,1881,157298.85,0,27,440,879,433,102,1760,0.04261363636363636,0.9573863636363636,0.9856459330143541,0.014354066985645933,0.0,3.301967038809144,0
8599,2483,111802.98,11,144,1089,952,148,139,2257,0.04474966770048737,0.9552503322995126,0.9625453080950463,0.03745469190495369,0.0,3.463149416028997,0
5727,1580,99788.62,47,66,272,455,279,461,1460,0.2589041095890411,0.7410958904109589,0.5158227848101266,0.4810126582278481,0.0031645569620253164,3.6246835443037977,0
3787,1976,32532.59,742,677,236,198,21,102,1890,0.7645502645502645,0.23544973544973544,0.3856275303643725,0.6118421052631579,0.0025303643724696357,1.916497975708502,1
4936,1717,45390.54,823,665,98,54,22,55,1609,0.564947172156619,0.435052827843381,0.2929528246942341,0.7070471753057659,0.0,2.8747815958066396,1
5281,2346,55194.88,469,746,101,57,57,916,2178,0.5950413223140496,0.4049586776859504,0.1794543904518329,0.8205456095481671,0.0,2.2510656436487637,1
1694,505,183207.36,0,128,181,90,14,92,491,0.020366598778004074,0.7718940936863544,1.0,0.0,0.0,3.3544554455445543,0
5370,3693,46897.44,1273,1675,382,126,74,163,3493,0.809905525336387,0.19009447466361293,0.007040346601678852,0.991605740590306,0.0013539128080151638,1.454102355808286,1
6737,2480,100182.53,422,513,149,799,285,312,2396,0.05717863105175292,0.9428213689482471,0.947983870967742,0.050806451612903224,0.0012096774193548388,2.716532258064516,0
1641,705,223719.28,569,100,10,6,6,14,672,0.4479166666666667,0.5520833333333334,0.6099290780141844,0.3900709219858156,0.0,2.3276595744680852,0
5154,1568,109751.17,0,141,376,539,276,236,1471,0.14140040788579197,0.858599592114208,0.8048469387755102,0.1951530612244898,0.0,3.2869897959183674,0
6733,2517,85445.9,129,1375,713,129,62,109,2419,0.3224472922695329,0.6775527077304672,0.8875645609853,0.10885975367500993,0.003575685339690107,2.675009932459277,0
6192,2485,102702.45,30,1446,481,262,47,219,2300,0.401304347826087,0.5986956521739131,0.6688128772635815,0.2784708249496982,0.05271629778672032,2.4917505030181086,0
2618,1301,35378.57,548,420,110,90,46,87,1193,0.8642078792958927,0.1357921207041073,0.09761721752498079,0.8985395849346657,0.003843197540353574,2.0122982321291314,1
7696,3736,37003.61,798,1157,538,313,103,827,3188,0.7870138017565872,0.2129861982434128,0.15952890792291222,0.8404710920770878,0.0,2.0599571734475375,1
2415,827,137266.1,179,157,196,60,43,192,757,0.14002642007926025,0.8599735799207398,0.9951632406287787,0.0,0.0048367593712212815,2.9201934703748487,0
4597,1884,83204.31,95,303,167,235,270,814,1815,0.22589531680440772,0.7741046831955923,0.6618895966029724,0.2802547770700637,0.05785562632696391,2.4400212314225054,0
3733,1690,77526.54,391,352,60,14,89,784,1547,0.30122818358112474,0.6987718164188752,0.4396449704142012,0.5603550295857989,0.0,2.2088757396449705,0
4670,2960,30277.1,189,1688,723,223,31,106,2925,0.8714529914529915,0.12854700854700854,0.08986486486486486,0.908445945945946,0.0016891891891891893,1.5777027027027026,1
5199,2038,71404.89,212,578,312,165,79,692,1867,0.22388859132297803,0.776111408677022,0.7590775269872424,0.23601570166830227,0.004906771344455349,2.5510304219823356,0
7598,3182,82929.75,266,1437,534,673,53,219,3043,0.355570161025304,0.6444298389746961,0.6596480201131364,0.3381521055939661,0.0021998742928975488,2.387806411062225,0
7292,3782,73870.52,1297,1269,333,174,141,568,3396,0.5356301531213192,0.4643698468786808,0.4264939185616076,0.5735060814383924,0.0,1.9280803807509255,0
4329,1852,85823.04,386,969,186,181,61,69,1796,0.29955456570155903,0.700445434298441,0.8250539956803455,0.17494600431965443,0.0,2.337473002159827,0
6767,2818,46901.73,314,1490,596,276,67,75,2578,0.8991466252909232,0.1008533747090768,0.051809794180269694,0.9481902058197303,0.0,2.4013484740951028,1
4414,1759,81505.43,1037,337,89,28,21,247,1632,0.4417892156862745,0.5582107843137255,0.8038658328595794,0.1961341671404207,0.0,2.5093803297328026,0
3232,1334,73039.82,311,382,199,198,50,194,1306,0.24578866768759572,0.7542113323124043,0.6926536731634183,0.3073463268365817,0.0,2.4227886056971513,0
946,392,60320.75,248,67,19,14,0,44,380,0.21052631578947367,0.7894736842105263,0.9209183673469388,0.07908163265306123,0.0,2.413265306122449,0
59,41,48902.28,20,0,20,0,0,1,42,0.14285714285714285,0.8571428571428571,0.0,1.0,0.0,1.4390243902439024,0
4985,1687,104133.68,149,636,297,255,161,189,1620,0.18209876543209877,0.8179012345679012,0.8642560758743332,0.12033195020746888,0.015411973918197985,2.954949614700652,0
5566,2437,55352.2,1150,707,399,73,48,60,2399,0.5677365568987078,0.4322634431012922,0.3192449733278621,0.6787033237587198,0.002051702913418137,2.28395568321707,1
3789,1126,131803.18,0,8,54,816,153,95,1004,0.0099601593625498,0.9900398406374502,0.9795737122557726,0.020426287744227355,0.0,3.3650088809946714,0
8928,1982,91883.58,17,17,16,45,992,895,1779,0.11242270938729623,0.8875772906127037,0.8905146316851665,0.1094853683148335,0.0,4.5045408678102925,0
3477,1849,39458.82,661,493,206,164,83,242,1745,0.6859598853868195,0.31404011461318054,0.03731746890210925,0.9599783666846944,0.0027041644131963224,1.8804759329367227,1
4942,1956,77843.77,383,732,388,182,98,173,1933,0.08898085876875324,0.9110191412312467,0.897239263803681,0.09918200408997956,0.0035787321063394683,2.5265848670756648,0
3968,1270,86781.94,408,401,80,113,74,194,1195,0.301255230125523,0.698744769874477,0.5031496062992126,0.4881889763779528,0.008661417322834646,3.1244094488188976,0
5674,2240,45428.12,728,1234,171,51,0,56,2153,0.5220622387366466,0.47793776126335347,0.4138392857142857,0.5816964285714286,0.004464285714285714,2.5330357142857145,0
4178,1643,112996.68,3,561,931,68,2,78,1553,0.21184803605924019,0.7881519639407598,0.6950699939135727,0.3049300060864273,0.0,2.5429093122337187,0
3202,1359,73026.08,133,791,316,93,6,20,1299,0.2155504234026174,0.7844495765973826,0.82560706401766,0.17439293598233996,0.0,2.3561442236938928,0
5508,2730,59378.8,1485,494,102,135,62,452,2501,0.5529788084766094,0.44702119152339065,0.41904761904761906,0.5761904761904761,0.004761904761904762,2.0175824175824175,0
4223,1732,88815.07,363,774,192,156,86,161,1593,0.16886377903327057,0.8311362209667295,0.8666281755196305,0.13337182448036952,0.0,2.4382217090069283,0
3555,1312,74432.23,67,1044,115,70,12,4,1272,0.12264150943396226,0.8773584905660378,0.9923780487804879,0.007621951219512195,0.0,2.7096036585365852,0
8266,2744,103515.13,3,63,189,2211,143,135,2557,0.11771607352366054,0.8822839264763395,0.9314868804664723,0.06851311953352769,0.0,3.012390670553936,0
3574,1397,87035.27,595,313,101,143,106,139,1344,0.10193452380952381,0.8980654761904762,0.9699355762347889,0.026485325697924122,0.0035790980672870437,2.558339298496779,0
6553,2805,72344.41,1156,641,329,376,152,151,2672,0.1964820359281437,0.8035179640718563,0.9229946524064171,0.07700534759358289,0.0,2.336185383244207,0
2757,1459,40072.14,784,307,90,56,6,216,1354,0.7141802067946824,0.2858197932053176,0.08910212474297464,0.9074708704592186,0.003427004797806717,1.8896504455106238,1
2334,1098,50570.25,587,136,106,83,12,174,975,0.3076923076923077,0.6923076923076923,0.7240437158469946,0.27413479052823314,0.0018214936247723133,2.1256830601092895,0
5619,1988,103819.04,923,743,168,55,13,86,1942,0.2631307929969104,0.7368692070030896,0.8113682092555332,0.18661971830985916,0.002012072434607646,2.8264587525150904,0
2757,1230,44651.04,623,286,132,26,11,152,1121,0.5352363960749331,0.4647636039250669,0.21544715447154472,0.78130081300813,0.0032520325203252032,2.2414634146341466,1
5494,2426,71546.35,1683,550,60,47,13,73,2282,0.24934268185801928,0.7506573181419807,0.7901896125309151,0.2056883759274526,0.004122011541632316,2.2646331409727947,0
5130,1926,47777.77,927,711,104,81,28,75,1801,0.5263742365352582,0.47362576346474183,0.5233644859813084,0.4740394600207684,0.002596053997923157,2.663551401869159,0
5037,2373,47667.93,1044,657,182,195,67,228,2144,0.5652985074626866,0.43470149253731344,0.39401601348504,0.60598398651496,0.0,2.122629582806574,1
2952,1594,38351.69,936,335,136,52,16,119,1515,0.7042904290429043,0.2957095709570957,0.335633626097867,0.6618569636135508,0.002509410288582183,1.8519447929736512,1
3927,1496,100153.53,13,808,531,35,13,96,1411,0.20978029766123316,0.7902197023387668,0.9959893048128342,0.004010695187165776,0.0,2.625,0
6580,2385,57274.94,475,1233,327,200,46,104,2181,0.5836772122879413,0.41632278771205866,0.3580712788259958,0.639832285115304,0.0020964360587002098,2.758909853249476,0
5502,2684,81445.28,264,776,405,306,405,528,2592,0.2935956790123457,0.7064043209876543,0.36661698956780925,0.6315201192250373,0.0018628912071535022,2.049925484351714,0
4326,1537,72723.13,353,597,235,138,74,140,1429,0.363890832750175,0.636109167249825,0.6538711776187378,0.3461288223812622,0.0,2.8145738451528954,0
4016,1747,62963.83,677,762,160,82,14,52,1673,0.525403466826061,0.474596533173939,0.28448769318832284,0.7155123068116772,0.0,2.2987979393245563,1
5903,2581,44128.66,497,643,532,547,172,190,2436,0.5377668308702791,0.46223316912972084,0.23014335528864782,0.7663696241766758,0.003487020534676482,2.287098024021697,0
5690,1899,86005.7,138,189,297,427,297,551,1785,0.16694677871148458,0.8330532212885154,0.7693522906793049,0.23064770932069512,0.0,2.996313849394418,0
2763,1180,149488.48,257,382,38,66,68,369,1082,0.3733826247689464,0.6266173752310537,0.4076271186440678,0.5872881355932204,0.005084745762711864,2.3415254237288137,0
1412,587,39642.23,142,247,71,73,15,39,561,0.6862745098039216,0.3137254901960784,0.36115843270868825,0.6388415672913118,0.0,2.405451448040886,1
3170,1110,101083.41,68,662,311,47,13,9,1071,0.08216619981325864,0.9178338001867413,0.918918918918919,0.08108108108108109,0.0,2.855855855855856,0
4186,1606,72044.79,3,233,456,355,339,220,1476,0.3475609756097561,0.6524390243902439,0.790161892901619,0.20983810709838108,0.0,2.6064757160647574,0
2394,869,78682.09,65,325,346,80,22,31,811,0.2441430332922318,0.7558569667077681,0.3383199079401611,0.6616800920598389,0.0,2.7548906789413117,0
4472,1967,54704.25,244,629,80,64,36,914,1762,0.5209988649262202,0.4790011350737798,0.4595831215048297,0.5404168784951703,0.0,2.273512963904423,0
7450,2921,87671.79,46,1508,502,457,254,154,2841,0.25519183386131644,0.7448081661386836,0.5946593632317699,0.40534063676823007,0.0,2.550496405340637,0
7392,1576,91343.71,0,16,2,42,536,980,1415,0.07420494699646643,0.9257950530035336,0.9206852791878173,0.07931472081218274,0.0,4.690355329949239,0
4675,1981,51829.17,170,1221,374,128,20,68,1842,0.5282301845819761,0.4717698154180239,0.7470974255426552,0.25290257445734476,0.0,2.359919232710752,0
6820,2636,90045.75,766,744,286,354,118,368,2541,0.24754033844942935,0.7524596615505706,0.8285280728376327,0.16995447647951442,0.0015174506828528073,2.5872534142640364,0
831,274,122685.73,31,37,25,41,57,83,219,0.091324200913242,0.908675799086758,1.0,0.0,0.0,3.0328467153284673,0
95,36,86666.67,0,8,6,6,7,9,33,0.36363636363636365,0.6363636363636364,1.0,0.0,0.0,2.638888888888889,0
8112,3473,44029.13,745,1598,516,354,117,143,3321,0.6693766937669376,0.33062330623306235,0.38353008926000576,0.6156061042326519,0.0008638065073423554,2.335732795853729,0
8711,3769,75216.31,958,1470,308,328,77,628,3493,0.3312338963641569,0.6687661036358431,0.357919872645264,0.640488193154683,0.0015919342000530645,2.311223136110374,0
5542,2034,45610.12,1215,345,97,319,21,37,1986,0.33131923464249746,0.6686807653575025,0.5801376597836775,0.4198623402163225,0.0,2.7246804326450342,0
4798,1700,97029.05,826,631,107,32,55,49,1600,0.183125,0.816875,0.9117647058823529,0.08823529411764706,0.0,2.8223529411764705,0
7358,2482,95651.48,117,902,591,508,87,277,2349,0.16475095785440613,0.8352490421455939,0.7280419016921837,0.27195809830781625,0.0,2.9645447219983883,0
3900,1814,54363.64,52,729,633,227,76,97,1802,0.48890122086570476,0.5110987791342952,0.490077177508269,0.5071664829106945,0.0027563395810363835,2.1499448732083795,0
4444,1373,170186.54,0,12,177,1083,17,84,1279,0.02501954652071931,0.9749804534792806,0.9956300072833212,0.004369992716678805,0.0,3.236707938820102,0
6509,2788,67301.71,95,810,488,381,284,730,2744,0.3487609329446064,0.6512390670553936,0.39956958393113345,0.6004304160688666,0.0,2.334648493543759,0
4461,1541,107226.29,3,423,840,220,0,55,1472,0.10461956521739131,0.8953804347826086,0.9961064243997404,0.003893575600259572,0.0,2.8948734587929916,0
3867,1541,81816.01,20,630,164,152,46,529,1354,0.3212703101920236,0.6787296898079763,0.6709928617780662,0.32900713822193384,0.0,2.509409474367294,0
5053,2654,56857.2,1190,609,176,99,87,493,2413,0.6220472440944882,0.3779527559055118,0.3078372268274303,0.6887716654107008,0.003391107761868877,1.9039186134137152,1
3881,1486,49358.93,44,1201,130,46,24,41,1431,0.34102026554856746,0.6589797344514325,0.7382234185733513,0.2617765814266487,0.0,2.6117092866756395,0
7984,3043,92257.94,229,593,684,707,319,511,2892,0.17634854771784234,0.8236514522821576,0.7522182057180414,0.2448241866579034,0.0029576076240552087,2.6237265856063097,0
6297,2221,89665.6,66,766,163,195,217,814,2084,0.14395393474088292,0.8560460652591171,0.7681224673570464,0.22512381809995496,0.00675371454299865,2.835209365150833,0
5177,2270,76696.96,324,934,341,270,107,294,2136,0.21395131086142322,0.7860486891385767,0.6748898678414097,0.16740088105726872,0.15770925110132158,2.2806167400881057,0
3021,1046,126201.76,10,94,607,256,10,69,959,0.07820646506777894,0.921793534932221,1.0,0.0,0.0,2.888145315487572,0
2415,1046,62470.68,934,79,14,4,4,11,1022,0.449119373776908,0.550880626223092,0.627151051625239,0.37189292543021035,0.0009560229445506692,2.308795411089866,0
7165,2194,120348.09,0,32,42,1527,498,95,2045,0.1100244498777506,0.8899755501222494,0.9904284412032817,0.009571558796718322,0.0,3.2657247037374657,0
5260,1501,111217.84,12,35,56,853,130,415,1335,0.06591760299625468,0.9340823970037453,0.9540306462358428,0.04596935376415723,0.0,3.5043304463690874,0
3996,2067,52606.51,677,863,254,128,32,113,1923,0.5855434217368695,0.41445657826313054,0.26318335752298017,0.7305273343009192,0.006289308176100629,1.9332365747460087,1
3703,1724,57255.73,377,1000,181,75,21,70,1574,0.7064803049555273,0.2935196950444727,0.2099767981438515,0.7900232018561485,0.0,2.147911832946636,1
4418,1661,57519.3,416,962,98,37,35,113,1538,0.41092327698309494,0.5890767230169051,0.7188440698374473,0.2781456953642384,0.0030102347983142685,2.6598434677904876,0
4224,1864,81800.54,66,659,910,126,0,103,1762,0.29114642451759365,0.7088535754824064,0.44849785407725323,0.5515021459227468,0.0,2.2660944206008584,0
1864,695,94428.81,265,266,70,23,18,53,650,0.8615384615384616,0.13846153846153847,0.8086330935251799,0.19136690647482013,0.0,2.6820143884892085,0
5255,2517,45896.54,1371,801,129,106,35,75,2404,0.7400166389351082,0.25998336106489184,0.009932459276916964,0.9864918553833929,0.003575685339690107,2.087802940007946,1
4116,1561,104241.9,0,398,578,484,67,34,1556,0.12596401028277635,0.8740359897172236,0.8616271620755925,0.13196668802049968,0.0064061499039077515,2.6367713004484306,0
5716,2799,78299.37,710,705,505,429,174,276,2544,0.652122641509434,0.34787735849056606,0.3515541264737406,0.6470167917113254,0.0014290818149339049,2.0421579135405503,0
3141,1728,43341.96,818,319,60,50,59,422,1528,0.5798429319371727,0.4201570680628272,0.003472222222222222,0.9809027777777778,0.015625,1.8177083333333333,1
1308,847,32469.01,194,123,97,97,85,251,783,0.8569604086845466,0.14303959131545338,0.0755608028335301,0.8996458087367178,0.024793388429752067,1.5442739079102716,1
3059,1651,42160.58,817,545,133,78,18,60,1650,0.6393939393939394,0.3606060606060606,0.33979406420351305,0.6571774682010902,0.0030284675953967293,1.852816474863719,1
5548,2739,61287.42,46,442,1590,157,124,380,2591,0.42416055576997297,0.575839444230027,0.0624315443592552,0.9375684556407448,0.0,2.0255567725447245,1
2595,1107,79511.36,387,553,42,36,9,80,1011,0.24530168150346193,0.7546983184965381,0.7804878048780488,0.21951219512195122,0.0,2.3441734417344176,0
2506,929,80178.42,11,189,122,251,103,253,844,0.2334123222748815,0.7665876777251185,0.61248654467169,0.38751345532831,0.0,2.697524219590958,0
3896,1307,91452.12,13,45,41,1000,162,46,1229,0.24735557363710334,0.7526444263628966,0.96327467482785,0.036725325172149964,0.0,2.9808722264728384,0
2497,892,100000.0,396,134,66,64,87,145,824,0.154126213592233,0.845873786407767,0.718609865470852,0.28139013452914796,0.0,2.7993273542600896,0
8902,3180,89097.39,243,805,518,570,292,752,2972,0.09690444145356662,0.9030955585464334,0.9066037735849056,0.09025157232704402,0.0031446540880503146,2.79937106918239,0
5248,3092,49803.42,934,839,597,457,34,231,2860,0.7367132867132867,0.26328671328671327,0.1924320827943079,0.8046571798188874,0.0029107373868046574,1.6972833117723156,1
6125,2993,47843.41,224,801,520,407,333,708,2849,0.5577395577395577,0.44226044226044225,0.2913464751085867,0.7069829602405613,0.001670564650851988,2.046441697293685,0
6591,2366,171661.64,9,464,843,382,344,324,2178,0.06152433425160698,0.938475665748393,0.937447168216399,0.06255283178360102,0.0,2.7857142857142856,0
7196,3776,45173.84,39,461,293,395,376,2212,3570,0.5274509803921569,0.4725490196078431,0.053760593220338986,0.946239406779661,0.0,1.9057203389830508,1
11112,3336,92026.0,351,930,278,264,338,1175,3155,0.2335974643423138,0.7660855784469097,0.7362110311750599,0.25329736211031173,0.010491606714628298,3.3309352517985613,0
5304,1890,53944.76,606,1129,80,28,8,39,1871,0.30251202565473007,0.6974879743452699,0.6349206349206349,0.362962962962963,0.0021164021164021165,2.806349206349206,0
4254,1672,28068.16,1000,374,125,55,18,100,1613,0.6856788592684439,0.3143211407315561,0.5616028708133971,0.43301435406698563,0.005382775119617225,2.5442583732057416,0
6490,2377,58381.36,110,1607,387,185,0,88,2186,0.5160109789569991,0.4839890210430009,0.5313420277660917,0.4686579722339083,0.0,2.7303323517038285,0
8255,3183,46738.44,1193,1181,243,133,42,391,2984,0.5050268096514745,0.4949731903485255,0.4558592522777254,0.5265472824379516,0.017593465284322967,2.5934652843229657,0
4188,1364,136396.24,0,22,414,609,224,95,1273,0.022780832678711706,0.9772191673212883,0.9956011730205279,0.004398826979472141,0.0,3.070381231671554,0
4759,1717,94248.48,0,526,702,403,12,74,1590,0.08176100628930817,0.9182389937106918,0.9912638322655795,0.0064065230052417,0.0023296447291788003,2.7716948165404776,0
6563,2691,65034.81,158,636,926,405,100,466,2497,0.33880656788145774,0.6611934321185422,0.6020066889632107,0.2902266815310294,0.10776662950575994,2.4388703084355257,0
2470,1107,52250.39,203,302,322,129,13,138,1035,0.4801932367149758,0.5198067632850242,0.4408310749774164,0.5591689250225835,0.0,2.2312556458897923,0
4304,1786,88752.39,643,381,166,158,74,364,1673,0.40765092647937834,0.5923490735206216,0.3236282194848824,0.6763717805151176,0.0,2.4098544232922734,0
2836,1619,40693.07,890,406,119,76,21,107,1516,0.7420844327176781,0.2579155672823219,0.05867819641754169,0.932674490426189,0.008647313156269302,1.7516985793699815,1
6127,2962,31660.16,1097,1040,209,135,130,351,2802,0.8001427551748751,0.1998572448251249,0.008777852802160702,0.9885212694125591,0.0027008777852802163,2.0685347738014856,1
1530,603,52065.16,186,195,16,10,2,194,518,0.9536679536679536,0.04633204633204633,0.5024875621890548,0.4975124378109453,0.0,2.537313432835821,0
4478,1873,49393.68,1293,347,70,34,0,129,1798,0.41323692992213573,0.5867630700778643,0.8905499199145755,0.10945008008542445,0.0,2.390816871329418,0
4449,1572,81647.95,78,697,524,190,26,57,1479,0.30155510480054093,0.6984448951994591,0.7709923664122137,0.22900763358778625,0.0,2.8301526717557253,0
5226,1183,74028.88,0,0,0,16,59,1108,1065,0.054460093896713614,0.9455399061032864,0.9754860524091293,0.024513947590870666,0.0,4.417582417582418,0
452,195,50596.59,38,55,38,26,10,28,192,0.09895833333333333,0.9010416666666666,0.8666666666666667,0.0,0.13333333333333333,2.317948717948718,0
5956,1988,96049.77,89,251,265,646,527,210,1914,0.06896551724137931,0.9310344827586207,0.9330985915492958,0.06690140845070422,0.0,2.995975855130785,0
4679,1650,50999.04,511,857,140,73,9,60,1547,0.5824175824175825,0.4175824175824176,0.4381818181818182,0.5618181818181818,0.0,2.835757575757576,0
3791,1098,116625.48,0,0,2,585,419,92,1016,0.06496062992125984,0.9350393700787402,0.9899817850637522,0.010018214936247723,0.0,3.45264116575592,0
5300,2652,51325.31,343,1156,585,335,77,156,2416,0.5972682119205298,0.4027317880794702,0.3936651583710407,0.6044494720965309,0.001885369532428356,1.9984917043740573,0
3407,1757,51378.13,411,835,241,136,26,108,1689,0.6193013617525163,0.38069863824748373,0.3187250996015936,0.6789982925441093,0.0022766078542970974,1.9391007398975526,1
4016,2364,36641.43,235,934,330,288,107,470,2292,0.774869109947644,0.225130890052356,0.17808798646362098,0.8197969543147208,0.0021150592216582064,1.6988155668358713,1
7286,2291,147752.04,0,6,0,61,292,1932,1921,0.042165538781884435,0.9578344612181156,0.9973810563072893,0.0026189436927106066,0.0,3.18027062418158,0
3113,1630,45566.03,1208,284,13,26,0,99,1540,0.6136363636363636,0.38636363636363635,0.003067484662576687,0.9914110429447853,0.005521472392638037,1.9098159509202455,1
4790,1471,61566.72,551,785,44,49,0,42,1384,0.17846820809248554,0.8215317919075145,0.8008157715839564,0.1991842284160435,0.0,3.256288239292998,0
3945,1609,61631.32,456,967,106,47,0,33,1562,0.45710627400768244,0.5428937259923176,0.5860783095090119,0.4139216904909882,0.0,2.45183343691734,0
2884,1045,70922.77,35,923,41,0,0,46,969,0.23426212590299278,0.7657378740970072,0.9330143540669856,0.06698564593301436,0.0,2.7598086124401915,0
6204,2291,103767.12,29,592,759,433,206,272,2084,0.20393474088291746,0.7960652591170825,0.7202095154954169,0.27979048450458316,0.0,2.7079877782627673,0
6472,2376,91082.29,97,440,457,614,292,476,0,0.0,0.0,0.9482323232323232,0.025252525252525252,0.026515151515151516,2.723905723905724,0
2723,1530,33763.92,183,986,208,67,11,75,1394,1.0,0.0,0.0,1.0,0.0,1.7797385620915032,1
3656,1321,46313.81,223,956,75,38,6,23,1276,0.7758620689655172,0.22413793103448276,0.003785011355034065,0.9962149886449659,0.0,2.767600302800908,1
6873,2558,107018.17,389,1007,425,264,164,309,2420,0.08677685950413223,0.9132231404958677,0.9792806880375293,0.02071931196247068,0.0,2.6868647380766224,0
1661,923,40035.24,115,246,119,248,38,157,787,0.5883100381194409,0.41168996188055906,0.01950162513542795,0.9783315276273022,0.0021668472372697724,1.799566630552546,1
4754,1676,36881.5,617,723,174,100,14,48,1590,0.5169811320754717,0.4830188679245283,0.27804295942720764,0.7219570405727923,0.0,2.836515513126492,1
4608,1865,27447.35,478,666,261,146,90,224,1709,0.7208894090111176,0.2791105909888824,0.1742627345844504,0.8257372654155496,0.0,2.4707774798927615,1
5849,3377,49435.61,1040,1767,253,114,80,123,3343,0.7167215076278791,0.2832784923721208,0.21231862599940776,0.7844240450103642,0.003257328990228013,1.7320106603494225,1
6600,3304,33623.07,1270,1272,394,200,89,79,3128,0.8967391304347826,0.10326086956521739,0.003026634382566586,0.9957627118644068,0.0012106537530266344,1.9975786924939467,1
3985,1935,45887.18,726,684,295,113,53,64,1841,0.6751765344921239,0.32482346550787616,0.16382428940568475,0.8361757105943153,0.0,2.0594315245478034,1
5308,1889,99180.73,94,532,280,188,324,471,1779,0.08712759977515458,0.9128724002248454,0.9370037056643726,0.06299629433562731,0.0,2.8099523557437798,0
1241,480,74296.18,23,259,87,33,23,55,481,0.0997920997920998,0.9002079002079002,0.8875,0.09166666666666666,0.020833333333333332,2.5854166666666667,0
4061,1852,51791.31,622,484,239,312,49,146,1773,0.38973491257755216,0.6102650874224478,0.43358531317494603,0.5512958963282938,0.01511879049676026,2.1927645788336934,0
3837,1668,71810.76,152,1089,195,110,78,44,1620,0.3574074074074074,0.6425925925925926,0.5863309352517986,0.4136690647482014,0.0,2.300359712230216,0
6643,2701,56728.43,32,684,348,166,580,891,2478,0.46166263115415657,0.5383373688458434,0.46723435764531657,0.5327656423546835,0.0,2.4594594594594597,0
4940,1928,73674.14,221,864,353,241,137,112,1846,0.2822318526543879,0.7177681473456121,0.8786307053941909,0.12136929460580913,0.0,2.5622406639004147,0
769,399,41070.2,205,71,74,23,13,13,386,0.7849740932642487,0.21502590673575128,0.02756892230576441,0.9598997493734336,0.012531328320802004,1.9273182957393484,1
3530,1431,50427.25,1005,275,51,48,10,42,1330,0.462406015037594,0.5375939849624061,0.38923829489867223,0.5960866526904263,0.014675052410901468,2.46680642907058,0
2065,818,90205.66,613,86,39,51,0,29,797,0.20828105395232122,0.7917189460476788,0.7579462102689487,0.24205378973105135,0.0,2.524449877750611,0
5107,1978,50982.51,234,904,370,197,144,129,1809,0.6019900497512438,0.39800995024875624,0.24266936299292213,0.6112234580384226,0.14610717896865522,2.5819009100101113,0
3934,1355,70795.05,44,894,258,82,39,38,1268,0.33675078864353314,0.6632492113564669,0.9601476014760147,0.03985239852398524,0.0,2.9033210332103323,0
9218,3747,81537.82,673,1135,243,321,297,1078,3641,0.18895907717659985,0.8110409228234001,0.7830264211369096,0.1635975447024286,0.05337603416066186,2.4601014144649054,0
2887,868,129106.62,0,0,63,725,60,20,845,0.09467455621301775,0.9053254437869822,0.8410138248847926,0.15898617511520738,0.0,3.326036866359447,0
6066,2152,96623.32,320,383,333,481,264,371,2031,0.13343180699162974,0.8665681930083703,0.8447955390334573,0.1533457249070632,0.0018587360594795538,2.8187732342007434,0
7367,2664,93808.76,71,1497,578,218,110,190,2563,0.11275848614904409,0.887241513850956,0.9024024024024024,0.09759759759759759,0.0,2.7653903903903903,0
2309,1157,76741.6,15,582,405,58,0,97,1105,0.571945701357466,0.4280542986425339,0.31028522039757994,0.68971477960242,0.0,1.9956784788245463,0
9308,2574,115026.31,10,16,25,54,362,2107,2409,0.058530510585305104,0.9414694894146949,0.9945609945609946,0.005439005439005439,0.0,3.6161616161616164,0
4627,1706,91327.17,917,321,62,91,41,274,1588,0.21662468513853905,0.783375314861461,0.8001172332942555,0.19988276670574442,0.0,2.712192262602579,0
